<VarList>
var.group[0].here[0],var.group[0].here[1],var.group[0].here[2],var.group[0].setpoint[0],var.group[0].setpoint[1],var.group[0].setpoint[2],var.group[0].vtfb
<SampleList>
|238;630.93,241.409,601.998,630.929,241.409,601.998,0.091
|239;630.93,241.409,601.998,630.929,241.409,601.998,0.028
|240;630.93,241.409,601.998,630.929,241.409,601.998,0.028
|241;630.929,241.409,601.999,630.929,241.409,601.998,0.096
|242;630.929,241.409,601.999,630.929,241.409,601.998,0.015
|243;630.929,241.409,601.998,630.929,241.409,601.998,0.076
|244;630.929,241.409,601.998,630.929,241.409,601.998,0.162
|245;630.93,241.409,601.998,630.929,241.409,601.998,0.108
|246;630.93,241.409,601.997,630.929,241.409,601.998,0.123
|247;630.93,241.409,601.998,630.929,241.409,601.998,0.093
|248;630.93,241.409,601.998,630.929,241.409,601.998,0.154
|249;630.93,241.409,601.998,630.929,241.409,601.998,0.077
|250;630.93,241.409,601.999,630.929,241.409,601.998,0.081
|251;630.93,241.409,601.998,630.929,241.409,601.998,0.065
|252;630.93,241.409,601.998,630.929,241.409,601.998,0.124
|253;630.93,241.409,601.998,630.929,241.409,601.998,0.077
|254;630.93,241.409,601.997,630.929,241.409,601.998,0.167
|255;630.929,241.409,601.998,630.929,241.409,601.998,0.098
|256;630.929,241.409,601.998,630.929,241.409,601.998,0.136
|257;630.929,241.409,601.998,630.929,241.409,601.998,0.081
|258;630.929,241.409,601.999,630.929,241.409,601.998,0.111
|259;630.93,241.409,601.999,630.929,241.409,601.998,0.077
|260;630.93,241.409,601.998,630.929,241.409,601.998,0.111
|261;630.929,241.409,601.999,630.929,241.409,601.998,0.108
|262;630.929,241.409,601.998,630.929,241.409,601.998,0.093
|263;630.929,241.409,601.999,630.929,241.409,601.998,0.124
|264;630.93,241.409,601.998,630.929,241.409,601.998,0.092
|265;630.93,241.409,601.998,630.929,241.409,601.998,0.076
|266;630.93,241.409,601.998,630.929,241.409,601.998,0.093
|267;630.93,241.409,601.998,630.929,241.409,601.998,0.089
|268;630.93,241.409,601.998,630.929,241.409,601.998,0.024
|269;630.93,241.409,601.998,630.929,241.409,601.998,0.092
|270;630.929,241.409,601.998,630.929,241.409,601.998,0.154
|271;630.93,241.409,601.998,630.929,241.409,601.998,0.098
|272;630.93,241.409,601.998,630.929,241.409,601.998,0.077
